difficulty_mean,difficulty_std,difficulty_min,difficulty_max,success_rate_mean,success_rate_std,success_rate_min,success_rate_max,jump_freq_mean,jump_freq_std,jump_freq_min,jump_freq_max,run_freq_mean,run_freq_std,run_freq_min,run_freq_max
0.31301019575476097,0.26106110302365926,0.0,0.8695652173913043,0.6869898042452389,0.2610611030236592,0.13043478260869565,1.0,0.18532320017634063,0.03403694934062314,0.11620861285436053,0.25309824964865213,0.7999685111017925,0.08392180847262361,0.612135224645379,0.9777104522830556
